0,1,2,3,4,5,6,7,8,9
0.0,1590.2518436158853,2577.3318949471145,2659.9243656275185,1457.6203408093031,1606.0914099982197,1993.9102867417887,1482.398483954381,1499.1890470565954,2069.5250563288864
0.0,1607.8760937861648,2396.5856754039924,2363.211051294328,1429.4820601734145,1449.3570359103414,1753.1833877838428,1551.8293488029472,1533.3797766243263,2124.5338375730466
0.0,1745.7873957727516,1982.7035088828957,1602.7216357783782,1405.7589021877902,1403.8976275567995,1719.0055503226743,1550.8396647657992,1544.6041865839895,2443.660785704513
0.0,1915.2597723331646,1643.421142780507,1439.1947764387062,1420.7141647288722,1407.6053501365343,1733.7824446052784,1472.140150159562,1477.7093191951997,2003.1663958138552
0.0,1827.4031586102767,1505.2807482262433,1429.2961631621854,1411.8594775090596,1521.7198997016865,1772.7734946887422,1373.1578105567983,1504.8192110272475,1858.2715811980884
0.0,1743.7851140647558,1495.4295023718616,1857.588708090972,1384.3883360659584,1932.2968569100399,1991.285154256232,1373.662668808718,1552.1963434190307,1702.4818621391648
0.0,1801.8742640206076,1558.4861495117036,2786.130818111433,1390.6906164913623,2085.129061671245,2179.9883513932264,1550.8864927480377,1442.792778037676,1583.490240673495
5882.8969603151145,2040.551662982834,1819.131835695663,3162.1907591897507,1532.2265154984261,1746.9413802310087,2186.233374844932,2097.883078408053,1383.8974064340373,1593.8473441170725
5686.605066837163,2300.6639943018704,2546.537430308943,3273.1748868990308,1769.2588836376008,1511.0985585977983,2211.920357451582,2395.0996303484244,1397.6946756251832,1615.82618765488
5653.197590680685,2517.7327572804797,2933.984797469317,3100.819231373994,2231.191939279517,1388.6298950577118,2168.0534418699935,2411.302236811288,1454.2126603464724,1698.2032409821263
5377.6729047384415,2500.3730004471035,2863.6801769815584,2398.625374898098,2305.6785081560897,1390.769548788821,2140.471719292202,2561.433980137831,1890.3763098946856,2350.5199062951524
5083.4965321199215,2413.9588643925463,2552.1898757631943,1635.950311055982,2141.5878188327056,1429.9543339592035,2143.114219496154,2097.3886706028816,1775.773354204525,2933.350273863391
4712.508130531348,2416.4924919596965,1740.42273054923,1545.9110683821023,1709.3916564942606,1435.4874123345655,2151.51452464105,1681.2501159373903,1691.4876733874667,3047.2390946029914
4181.914054125391,2392.4835293484957,1384.0375119381206,1738.3892493162539,1519.61523218213,1417.0615123854946,2114.5615832119843,1744.913494780764,1672.6973477557385,2938.5164003412024
