0,1,2,3,4,5,6,7,8,9
0.0,2074.618441015148,1909.0868623343997,1427.641312252913,2938.6488430083755,1284.9364799630378,2404.816121097684,1497.5059015041102,2474.9309984712427,1650.3499344478873
0.0,2110.975138297731,2042.1058882988214,1767.2165069487191,3599.4750078576817,1198.8431182013692,2493.461697927203,1366.901559072157,2290.0648609778436,1801.4512259492235
4291.697831652944,2011.6037511657541,1981.3008180720622,2061.9658486763706,3664.2825291481645,1191.1087974820166,2387.1059785428124,1335.4444939710688,2148.13921261951,1756.0420871427566
1547.1145520254695,1735.089249745693,1877.3813009970597,2377.1949020617185,2567.067709586383,1358.2112504833385,2220.012716392151,1326.7096439689294,1966.5296031198823,1538.8574061500053
1866.2127976197871,1362.717041681117,1775.3130482239233,2247.08597839936,2126.3760362338558,1692.647544898265,2234.284867238335,1283.2489758046318,1424.779382616252,1901.2141821396417
4063.7566113295043,1437.217550394367,1921.5685217354792,1769.7834269093391,2045.0927184239092,1866.0251419952433,2324.965837368981,1195.1240598341958,974.2412272626943,2250.1144588410416
4054.435021574054,1384.9581377768486,2466.687619475051,1322.0105694200963,2204.1346232250908,2265.8405003364605,2204.513645972544,1270.2706435698847,819.7556814801972,2327.950805675905
3489.8535419484942,1358.7258687978856,2546.098779995089,1685.9019331380375,2220.6038127397187,2466.0999799259234,1896.4977906742204,1430.1430059751617,760.3737107275206,2221.3098926533157
2737.0423783827664,1288.4827054327845,2406.143780649739,1918.4748124179785,2199.590817126167,2515.5121680805687,1556.3239086978247,1361.8362009089258,1003.2392697109631,1716.8769061352757
2642.1857673240943,1197.3647548179406,2393.7787975360416,1607.1591293554552,2234.30409036932,2427.134628966817,1723.369950230356,1237.4905745238786,1616.790088961766,1335.9028360108882
2749.048641430193,1057.0789900084783,2410.6521663784465,1415.357786694215,2440.9728411195733,2430.4626206098933,1822.0945274016633,1276.1992712983817,1577.1347249826586,1141.8172232938348
2776.8512553259507,1336.256299682088,1782.7828404911102,1469.9638444770865,2524.3135792340927,2287.5701309045394,1811.7543931625567,1219.4157856938698,1252.7079702051328,1244.709109520873
1990.4451118399525,1535.8232367513965,2157.5468825761814,1382.1994339748157,2447.0174075347195,1943.7337935803878,2115.5302004224454,1416.5676393414687,1418.3924228555256,1415.14651705203
1729.2732884988677,1559.1894956110345,2367.2721003054094,1491.2775952009124,2118.0731851289256,1634.672459091954,2294.5704347116716,1397.4760292247831,1653.2787357285983,1760.9556047053425
1657.3853337820715,1458.0986369998145,2553.664226316311,1633.9641066962758,1748.5968336305646,1328.217780100725,2077.554613919113,1200.1098423061314,1897.8302628610709,1935.3634080016107
1737.2684390586496,1204.9072695843874,2473.062876489537,1779.675898339802,2229.5449228732377,2036.753471254747,1855.2601995903935,872.8303710642497,1928.4543513413278,2031.8673966066642
1804.3405304756336,1105.620029751533,2566.401887900918,1906.604870461212,2152.768977746985,2626.8372643551966,1558.185871065402,798.8427388929789,1837.1830902061236,2115.07459740231
1748.6607349561168,1357.9243908644476,3916.0051771003345,1890.8978494657117,1612.1357072702997,2657.058526330744,1542.821552422639,859.4795799205119,1874.7658007707564,1927.7014986814092
1755.3536668017496,1387.9357954641516,4686.713742282181,1498.3263711079355,1572.656746027351,2475.2694405488037,1496.09769312548,1005.1995152005939,1775.7744162031752,1824.3243221774976
1771.0754459446375,1164.088776342625,4695.0022763708985,948.321243634125,1702.1750931739207,2714.4363611034964,1292.1706883402198,1203.1999903842516,1659.0379603503811,2239.4975091146143
1725.2532063651618,877.7343828363071,2528.771687006387,1056.3819131155165,1740.8148731545134,3439.9458104892956,1041.2191471497179,1298.618837812906,1418.6411141794943,2521.4588040940043
1705.5315750236368,644.2695788634225,1726.3348239342026,1381.416948195891,1781.0499830806589,3955.014286125669,943.185314038152,1281.303962343427,1498.4102281726641,2606.558145551253
1640.0045994452253,651.990815493413,1807.6325930599858,1818.7118254116683,1536.6612721462907,3870.868988970208,812.5769735273511,1196.0174400365545,2417.9429654005335,2434.224808999311
1460.201475105735,1667.5449799083103,1829.5162742218677,1756.8010212247566,1207.9234002135263,2696.4050311919373,748.6172496940634,1196.629216846523,3250.319533557001,2064.1258801144354
1302.8236436444652,1622.5668186857122,1755.6090382682582,1446.691028864451,1001.5144773802381,2466.5712717188853,841.1585205475394,1325.7970212879582,2708.751475764987,1761.1632530460251
1320.6240961768226,1383.1785572997157,1757.8976004199606,1401.2191139654042,1157.8405527810157,2334.9623184992315,951.682622159311,1234.8965635249142,2510.7080312158832,1974.406131496074
1278.7538589375843,1833.952996927394,1848.1669833118024,1499.160448395649,2046.6147721663292,1915.9152225431508,982.1265044866163,1143.0212412756503,2659.9220690952184,1851.450549191846
1218.9647991365623,2211.0531780204237,1769.3928212574865,1634.600559700462,2561.5414107539964,1465.282176493908,1111.3451013729675,1183.8902216512574,2537.7987614237068,1889.1071678116655
1266.4065903987087,2352.9993516725326,1525.8231383680638,1458.1758125394601,2947.184159624506,1716.6020897866981,1297.422490849647,1103.2025105395223,2225.54184984803,1936.1886328453966
1244.7777024439426,2365.300971105343,1707.3867225289346,1265.0240237455084,2993.886591781081,1764.8155716266526,1348.1692198888704,1140.758695136752,1960.9822913978703,1828.2561548092276
1560.8625017032355,2087.1179762267816,1912.9941368065315,1198.5279402007209,2889.3771159399525,1793.9231378391396,1265.7586195333076,1304.782618051589,1668.0072146648192,1702.421114094821
1531.221892003836,1495.7580795139286,1876.1238402260294,1162.5910663653017,2760.527493856888,1925.6809389982693,1337.5570686510175,1279.1667163992972,1447.3866159631134,1579.6771052289228
1250.5053022183988,1205.1622008165793,1685.1473682682415,1317.7131544484973,2449.859194417734,2095.126901784235,1484.2030616500579,1160.845450890302,1220.4736133164786,1578.8926837398774
1070.271336578077,1156.7894428572918,1401.0313297219095,1545.5154889935357,2169.4203803299224,2061.5473730538342,1404.014394063692,1157.9203113439094,1176.7623322616225,1605.4113244869338
1213.6382406167213,1466.5369255993905,1540.1702679625414,1645.921367921505,1906.1305794235222,1906.374368951018,1271.1076438491218,1243.9054809117729,1167.168604990291,1723.0304420204989
1318.957971921347,1810.460523543018,1619.6431004170095,1639.57861538335,1324.2029560843414,1861.9694629986457,1280.207674754944,1481.0913708160697,1213.0592451839161,1482.2256343985468
2046.0655492994667,2072.676736959644,1617.2499716523052,1585.3597437978633,1240.53434421585,1827.82316625312,1353.2366260045253,1438.864536143576,1201.5409788404404,1062.974114133799
2940.4629916867852,2183.2003077532772,2571.049452133636,1578.61944520588,1360.9746642586413,1610.835709101457,1606.8808973086168,1277.7760610500134,1066.8698740834361,1785.3658402930023
3994.9263082697184,2063.4052942616922,2755.7545275030916,1660.8573286417468,1415.8066422109446,1371.0982525730897,1724.9065803927274,1217.182217225174,1353.0040599348163,2178.734499502184
4754.274914458075,1730.3021043891792,2621.157006941119,1771.534451120193,1389.4378434239643,1360.4999226262194,1613.9776529372102,1267.500528228212,1861.7352705059977,2084.1281895838633
5159.752460996027,1380.6634898458756,2399.4044188524276,2588.1395957156783,1356.4787673909916,1610.5239696871872,1224.5428463155174,1342.8164023654017,2032.7534978273793,1971.9008395467974
3333.4662983334993,1642.4962702463706,2084.619762714604,2522.7384376877453,1340.3128770193612,1924.381472582671,891.1619581893581,2466.5870195931375,2143.0799822119498,1909.533671790495
